web-scraper-order,web-scraper-start-url,type_shoes,price,adresse,img-src
"1739391304-1","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Mocassins","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2328461_uploaded_image1_1592843388.jpg"
"1739391304-2","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike","23 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2328458_uploaded_image1_1592843353.jpg"
"1739391304-3","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2328454_uploaded_image1_1592843318.jpg"
"1739391304-4","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets New Balance","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2328444_uploaded_image1_1592843237.jpg"
"1739391304-5","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Reebok","18 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2328440_uploaded_image1_1592843179.jpg"
"1739391304-6","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Dior","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2328429_uploaded_image1_1592843060.jpg"
"1739391304-7","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Nike","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2328424_uploaded_image1_1592843024.jpg"
"1739391304-8","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Timberland","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2328419_uploaded_image1_1592842965.jpg"
"1739391304-9","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike Presto","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2328412_uploaded_image1_1592842907.jpg"
"1739391304-10","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Puma","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2328409_uploaded_image1_1592842856.jpg"
"1739391304-11","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Wallabies","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2328407_uploaded_image1_1592842804.jpg"
"1739391304-12","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2328396_uploaded_image1_1592842689.jpg"
"1739391304-13","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Jordan 34","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2328382_uploaded_image1_1592842507.jpg"
"1739391304-14","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Jordan one","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2328376_uploaded_image1_1592842428.jpg"
"1739391304-15","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Air Max","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2328362_uploaded_image1_1592842350.jpg"
"1739391304-16","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Dior","45 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2328358_uploaded_image1_1592842305.jpg"
"1739391304-17","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Wallabies","23 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2328342_uploaded_image1_1592842189.jpg"
"1739391304-18","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike TN","22 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2328336_uploaded_image1_1592842151.jpg"
"1739391304-19","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Timberland","25 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2327635_uploaded_image1_1592834652.jpg"
"1739391304-20","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Timberland","25 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2327625_uploaded_image1_1592834561.jpg"
"1739391304-21","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures homme","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2327586_uploaded_image1_1592834150.jpg"
"1739391304-22","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Jordan","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2327362_uploaded_image1_1592831870.jpg"
"1739391304-23","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike AF Dior","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2327356_uploaded_image1_1592831838.jpg"
"1739391304-24","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Jordan","30 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2327351_uploaded_image1_1592831790.jpg"
"1739391304-25","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike AF","23 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2327346_uploaded_image1_1592831748.jpg"
"1739391304-26","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Adidas","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2327334_uploaded_image1_1592831699.jpg"
"1739391304-27","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets MC Queen","22 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2327327_uploaded_image1_1592831653.jpg"
"1739391304-28","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Mocassins","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2327268_uploaded_image1_1592831256.jpg"
"1739391304-29","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Boots homme","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2327262_uploaded_image1_1592831223.jpg"
"1739391304-30","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Mocassins homme","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2327256_uploaded_image1_1592831177.jpg"
"1739391304-31","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike 720 8","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2326705_uploaded_image1_1592826899.jpg"
"1739391304-32","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Jordan","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2326696_uploaded_image1_1592826861.jpg"
"1739391304-33","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike Air 200","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2326658_uploaded_image1_1592826650.jpg"
"1739391304-34","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike Zoom","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2326653_uploaded_image1_1592826588.jpg"
"1739391304-35","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike Air Max","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2326647_uploaded_image2_1592826555.jpeg"
"1739391304-36","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Alexander MC Queen","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2326642_uploaded_image1_1592826519.jpg"
"1739391304-37","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Adidas","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2326633_uploaded_image1_1592826483.jpg"
"1739391304-38","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike 270","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2326616_uploaded_image1_1592826415.jpg"
"1739391304-39","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Nike Vapor Max","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2326606_uploaded_image1_1592826368.jpg"
"1739391304-40","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike 720","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2326597_uploaded_image1_1592826298.jpg"
"1739391304-41","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike AF 1","23 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2326339_uploaded_image1_1592823894.jpg"
"1739391304-42","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike 270","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2326333_uploaded_image1_1592823837.jpg"
"1739391304-43","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike 270","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2326331_uploaded_image1_1592823797.jpg"
"1739391304-44","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Jordan One","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2326325_uploaded_image1_1592823758.jpg"
"1739391304-45","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2326315_uploaded_image1_1592823667.jpg"
"1739391304-46","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Stan Smith","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2326310_uploaded_image1_1592823595.jpg"
"1739391304-47","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Jordan","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2326306_uploaded_image1_1592823542.jpg"
"1739391304-48","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike","22 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2326154_uploaded_image1_1592822215.jpg"
"1739391304-49","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Nike Vapor Max","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2326143_uploaded_image1_1592822057.jpg"
"1739391304-50","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Balenciaga","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2326135_uploaded_image1_1592822015.jpg"
"1739391304-51","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures All Star","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2326127_uploaded_image1_1592821954.jpg"
"1739391304-52","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike 270","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2326124_uploaded_image1_1592821903.jpg"
"1739391304-53","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Stan Smith","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2325912_uploaded_image1_1592819986.jpg"
"1739391304-54","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Jordan","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2325903_uploaded_image1_1592819952.jpg"
"1739391304-55","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures All stars","18 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2325900_uploaded_image1_1592819914.jpg"
"1739391304-56","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Boots","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2325896_uploaded_image1_1592819883.jpg"
"1739391304-57","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures homme","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2325887_uploaded_image1_1592819837.jpg"
"1739391304-58","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures homme","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2325872_uploaded_image1_1592819761.jpg"
"1739391304-59","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Jordan","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2325870_uploaded_image1_1592819731.jpg"
"1739391304-60","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures homme","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2325864_uploaded_image1_1592819688.jpg"
"1739391304-61","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Boots","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2325856_uploaded_image1_1592819646.jpg"
"1739391304-62","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Adidas Gazelles","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2325849_uploaded_image1_1592819617.jpg"
"1739391304-63","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Mocassins homme","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2325841_uploaded_image1_1592819590.jpg"
"1739391304-64","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures homme","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2325828_uploaded_image1_1592819528.jpg"
"1739391304-65","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Presto","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2325819_uploaded_image1_1592819488.jpg"
"1739391304-66","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2325814_uploaded_image1_1592819455.jpg"
"1739391304-67","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures homme","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2325252_uploaded_image1_1592812455.jpg"
"1739391304-68","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Wallabies","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2324525_uploaded_image1_1592784803.jpg"
"1739391304-69","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2324523_uploaded_image1_1592784771.jpg"
"1739391304-70","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Wallabies","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2324521_uploaded_image1_1592784744.jpg"
"1739391304-71","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Sebago","10 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2324481_uploaded_image1_1592784057.jpg"
"1739391304-72","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Sebago","10 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2324479_uploaded_image1_1592784032.jpg"
"1739391304-73","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Sebago","10 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2324475_uploaded_image1_1592783997.jpg"
"1739391304-74","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Sebago","10 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2324474_uploaded_image1_1592783970.jpg"
"1739391304-75","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Sebago","10 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2324472_uploaded_image1_1592783937.jpg"
"1739391304-76","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Sebago","10 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2324471_uploaded_image1_1592783905.jpg"
"1739391304-77","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Sebago","10 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2324468_uploaded_image1_1592783876.jpg"
"1739391304-78","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Sebago","11 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2324465_uploaded_image1_1592783849.jpg"
"1739391304-79","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Sebago","11 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2324463_uploaded_image1_1592783822.jpg"
"1739391304-80","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Sebago","6 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2324461_uploaded_image1_1592783795.jpg"
"1739391304-81","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Sebago","6 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2324460_uploaded_image1_1592783751.jpg"
"1739391304-82","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Sebago","6 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2324459_uploaded_image1_1592783728.jpg"
"1739391304-83","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Chaussures Sebago","11 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2324457_uploaded_image1_1592783700.jpg"
"1739391304-84","https://sn.coinafrique.com/categorie/chaussures-homme?page=119","Baskets Nike","18 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2323959_uploaded_image1_1592773292.jpg"
"1739391310-85","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures Sebago","13 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2336416_uploaded_image1_1592957049.jpg"
"1739391310-86","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures homme","13 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2336414_uploaded_image1_1592956996.jpg"
"1739391310-87","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Sandales homme","5 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2336390_uploaded_image1_1592956562.jpg"
"1739391310-88","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2336376_uploaded_image2_1592956373.jpeg"
"1739391310-89","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2336372_uploaded_image1_1592956323.jpg"
"1739391310-90","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2336370_uploaded_image1_1592956297.jpg"
"1739391310-91","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures Reebok","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2335628_uploaded_image1_1592946899.jpg"
"1739391310-92","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures Reebok","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2335622_uploaded_image1_1592946864.jpg"
"1739391310-93","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures Reebok classiques","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2335615_uploaded_image1_1592946802.jpg"
"1739391310-94","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures All star","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2335598_uploaded_image1_1592946628.jpg"
"1739391310-95","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures All star","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2335595_uploaded_image1_1592946592.jpg"
"1739391310-96","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures All star","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2335592_uploaded_image1_1592946555.jpg"
"1739391310-97","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures homme","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2335532_uploaded_image1_1592945567.jpg"
"1739391310-98","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures Nike","22 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2335398_uploaded_image1_1592943148.jpg"
"1739391310-99","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures Jordan","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2335396_uploaded_image1_1592943119.jpg"
"1739391310-100","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures Nike 95","22 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2335382_uploaded_image1_1592942926.jpg"
"1739391310-101","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures Nike 95","22 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2335379_uploaded_image1_1592942871.jpg"
"1739391310-102","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures Nike 95","22 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2335377_uploaded_image1_1592942839.jpg"
"1739391310-103","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures homme","5 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2335282_uploaded_image1_1592941349.jpg"
"1739391310-104","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures homme","5 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2335274_uploaded_image1_1592941274.jpg"
"1739391310-105","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Tapettes Gucci","5 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_2335028_uploaded_image1_1592938171.jpg"
"1739391310-106","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Baskets homme","15 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2334908_uploaded_image1_1592936523.jpg"
"1739391310-107","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures","Prix sur demande","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_2334855_uploaded_image1_1592935846.jpg"
"1739391310-108","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Baskets Jordan","35 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2334584_uploaded_image1_1592931999.jpg"
"1739391310-109","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Baskets Nike Zoom","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2334582_uploaded_image1_1592931966.jpg"
"1739391310-110","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Baskets Nike Zoom","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2334576_uploaded_image1_1592931932.jpg"
"1739391310-111","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Sandales","5 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2333900_uploaded_image1_1592924234.jpg"
"1739391310-112","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Sandales Gucci","6 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2333078_uploaded_image1_1592916944.jpg"
"1739391310-113","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Sandales Gucci","6 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2333076_uploaded_image1_1592916916.jpg"
"1739391310-114","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Baskets Jordan","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2333073_uploaded_image1_1592916885.jpg"
"1739391310-115","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures orthopédiques","20 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_2333054_uploaded_image1_1592916686.jpg"
"1739391310-116","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures orthopédiques","20 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_2333038_uploaded_image1_1592916559.jpg"
"1739391310-117","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures Gucci","6 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2332623_uploaded_image1_1592912576.jpg"
"1739391310-118","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Sandales homme","6 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2332571_uploaded_image1_1592912196.jpg"
"1739391310-119","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Sandales Nike  Apple","6 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2332542_uploaded_image1_1592911866.jpg"
"1739391310-120","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures homme","5 000CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_2332256_uploaded_image1_1592909512.jpg"
"1739391310-121","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures  homme","5 000CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_2332254_uploaded_image1_1592909453.jpg"
"1739391310-122","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures Versace","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2332165_uploaded_image1_1592908462.jpg"
"1739391310-123","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussures Nike","7 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2332115_uploaded_image1_1592907912.jpg"
"1739391310-124","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Sandales Nike","7 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2332108_uploaded_image1_1592907882.jpg"
"1739391310-125","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","Chaussure Alexander Mqueen","20 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2331960_uploaded_image1_1592906384.jpg"
