web-scraper-order,web-scraper-start-url,type_shoes,price,adresse,img-src
"1739391392-1462","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures Sebago","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2483380_uploaded_image1_1595709359.jpg"
"1739391392-1463","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures Sebago","11 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2483379_uploaded_image1_1595709330.jpg"
"1739391392-1464","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures Sebago","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2483373_uploaded_image1_1595709246.jpg"
"1739391392-1465","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures homme","11 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2483371_uploaded_image1_1595709218.jpg"
"1739391392-1466","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Tapettes homme","8 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2483139_uploaded_image1_1595704296.jpg"
"1739391392-1467","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Babouches homme","8 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2483128_uploaded_image1_1595704148.jpg"
"1739391392-1468","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures New Balance","12 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2482262_uploaded_image1_1595685268.jpg"
"1739391392-1469","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures Elong","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2482036_uploaded_image1_1595681693.jpg"
"1739391392-1470","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures Elong","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2482028_uploaded_image1_1595681569.jpg"
"1739391392-1471","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures Elong","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2482014_uploaded_image1_1595681257.jpg"
"1739391392-1472","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures Elong","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2482004_uploaded_image1_1595681071.jpg"
"1739391392-1473","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Mocassins","20 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2481855_uploaded_image1_1595678559.jpg"
"1739391392-1474","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures homme","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_2480325_uploaded_image1_1595632340.jpg"
"1739391392-1475","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Babouches homme","Prix sur demande","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2480324_uploaded_image1_1595632317.jpg"
"1739391392-1476","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures homme","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_2480316_uploaded_image1_1595632180.jpg"
"1739391392-1477","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures homme","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_2480314_uploaded_image1_1595632150.jpg"
"1739391392-1478","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures homme","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_2480312_uploaded_image1_1595632113.jpg"
"1739391392-1479","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures homme","8 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2480298_uploaded_image1_1595631980.jpg"
"1739391392-1480","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures homme","8 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2480294_uploaded_image1_1595631933.jpg"
"1739391392-1481","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures marocaines","8 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2480289_uploaded_image1_1595631893.jpg"
"1739391392-1482","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures Sebago","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2480285_uploaded_image1_1595631852.jpg"
"1739391392-1483","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures Sebago","11 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2480283_uploaded_image1_1595631809.jpg"
"1739391392-1484","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures Sebago","11 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2480279_uploaded_image1_1595631779.jpg"
"1739391392-1485","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures homme","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2480275_uploaded_image1_1595631743.jpg"
"1739391392-1486","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures homme","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2480234_uploaded_image1_1595631361.jpg"
"1739391392-1487","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures homme","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2480232_uploaded_image1_1595631337.jpg"
"1739391392-1488","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2480231_uploaded_image1_1595631310.jpg"
"1739391392-1489","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures homme","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2480227_uploaded_image1_1595631260.jpg"
"1739391392-1490","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Mocassin cuir","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2480147_uploaded_image1_1595630060.jpg"
"1739391392-1491","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures Homme","12 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_2480006_uploaded_image1_1595627747.jpg"
"1739391392-1492","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures Homme","12 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2479995_uploaded_image1_1595627607.jpg"
"1739391392-1493","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures homme","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2479695_uploaded_image1_1595621089.jpg"
"1739391392-1494","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures homme","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2479680_uploaded_image2_1595620864.jpeg"
"1739391392-1495","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures homme","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2479674_uploaded_image1_1595620743.jpg"
"1739391392-1496","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures homme","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2479669_uploaded_image1_1595620627.jpg"
"1739391392-1497","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures homme","250 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2479663_uploaded_image2_1595620419.jpeg"
"1739391392-1498","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures Vapormax","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2479132_uploaded_image1_1595610724.jpg"
"1739391392-1499","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures Vapormax","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2479129_uploaded_image1_1595610688.jpg"
"1739391392-1500","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Baskets hommes","12 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2478934_uploaded_image1_1595607692.jpg"
"1739391392-1501","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Mocassins Clarks Homme","22 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2478870_uploaded_image1_1595606219.jpg"
"1739391392-1502","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Mocassins Clarks","22 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2478866_uploaded_image1_1595606158.jpg"
"1739391392-1503","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Mocassins Clarks","22 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2478862_uploaded_image1_1595606103.jpg"
"1739391392-1504","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures Adidas","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2478660_uploaded_image1_1595602876.jpg"
"1739391392-1505","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Chaussures homme","2 500CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2478246_uploaded_image1_1595596406.jpg"
"1739391392-1506","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Baskets Puma","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2477730_uploaded_image1_1595589863.jpg"
"1739391392-1507","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Wallabees Clark","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2477714_uploaded_image1_1595589685.jpg"
"1739391392-1508","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Wallabees Clark","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2477707_uploaded_image1_1595589601.jpg"
"1739391392-1509","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Baskets Yeezy 350","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2477701_uploaded_image1_1595589544.jpg"
"1739391392-1510","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Baskets All Star","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2477080_uploaded_image1_1595581724.jpg"
"1739391392-1511","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Baskets All Star","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2477077_uploaded_image1_1595581688.jpg"
"1739391392-1512","https://sn.coinafrique.com/categorie/chaussures-homme?page=102","Sandales homme","6 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2477047_uploaded_image1_1595580784.jpg"
"1739391397-1513","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Babouches","10 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2499392_uploaded_image1_1596131597.jpg"
"1739391397-1514","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Chaussures homme","15 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_2499010_uploaded_image1_1596122466.jpg"
"1739391397-1515","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Chaussures homme","20 000CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_2499000_uploaded_image1_1596122306.jpg"
"1739391397-1516","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Sandales homme","4 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_2498872_uploaded_image1_1596119187.jpg"
"1739391397-1517","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Chaussures Lacoste","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2498067_uploaded_image1_1596103464.jpg"
"1739391397-1518","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Sandales homme","8 000CFA","Thies Nord, Thiès, Sénégal","https://images.coinafrique.com/thumb_2498066_uploaded_image1_1596103433.jpg"
"1739391397-1519","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Baskets mixtes","16 500CFA","Sicap-Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_2497424_uploaded_image1_1596081060.jpg"
"1739391397-1520","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Chaussures homme","35 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_2497361_uploaded_image1_1596077498.jpg"
"1739391397-1521","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Babouches Homme","Prix sur demande","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2497343_uploaded_image1_1596073915.jpg"
"1739391397-1522","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Babouches","10 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_2497152_uploaded_image1_1596064555.jpg"
"1739391397-1523","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Chaussures Aldo  homme","35 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_2496765_uploaded_image1_1596053894.jpg"
"1739391397-1524","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Nu-pieds","12 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2495935_uploaded_image1_1596036738.jpg"
"1739391397-1525","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Chaussures homme","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2495761_uploaded_image1_1596033382.jpg"
"1739391397-1526","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Chaussures homme","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2495176_uploaded_image1_1596023851.44.jpeg"
"1739391397-1527","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Chaussures homme","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2495169_uploaded_image1_1596023725.35.jpeg"
"1739391397-1528","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Chaussures homme","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2495158_uploaded_image1_1596023537.42.jpeg"
"1739391397-1529","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Chaussures homme","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2495151_uploaded_image1_1596023478.55.jpeg"
"1739391397-1530","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Chaussures homme","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2495141_uploaded_image1_1596023342.32.jpeg"
"1739391397-1531","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Sandales homme","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2495054_uploaded_image1_1596022130.jpg"
"1739391397-1532","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Baskets Nike Air Force One","18 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2494605_uploaded_image1_1596016324.jpg"
"1739391397-1533","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Mocassins cuir","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2494300_uploaded_image1_1596011546.jpg"
"1739391397-1534","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Mocassins daim","14 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2494296_uploaded_image1_1596011502.jpg"
"1739391397-1535","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Mocassins  homme","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2494291_uploaded_image1_1596011450.jpg"
"1739391397-1536","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Babouches en cuir","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2493913_uploaded_image1_1595986744.jpg"
"1739391397-1537","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Babouches homme","Prix sur demande","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2493714_uploaded_image1_1595979468.jpg"
"1739391397-1538","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Mocassins  homme","14 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2492786_uploaded_image1_1595957494.jpg"
"1739391397-1539","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Mocassins  homme","22 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2492781_uploaded_image1_1595957452.jpg"
"1739391397-1540","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Mocassins  homme","22 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2492775_uploaded_image2_1595957412.jpeg"
"1739391397-1541","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Chaussures homme","6 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2492561_uploaded_image1_1595952693.jpg"
"1739391397-1542","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Chaussures homme","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2492514_uploaded_image1_1595951307.jpg"
"1739391397-1543","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Chaussures homme","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2492510_uploaded_image1_1595951262.jpg"
"1739391397-1544","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Chaussures homme","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2492507_uploaded_image1_1595951205.jpg"
"1739391397-1545","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Chaussures de ville","28 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2492259_uploaded_image1_1595947008.jpg"
"1739391397-1546","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Chaussures homme","4 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2490484_uploaded_image1_1595907628.jpg"
"1739391397-1547","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Baskets Puma","10 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2490452_uploaded_image1_1595903262.jpg"
"1739391397-1548","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Chaussures Puma","10 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2490450_uploaded_image1_1595903167.jpg"
"1739391397-1549","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Chaussures homme","8 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2490302_uploaded_image1_1595895756.jpg"
"1739391397-1550","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Chaussures homme","8 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2490301_uploaded_image1_1595895731.jpg"
"1739391397-1551","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Chaussures homme","8 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2490298_uploaded_image1_1595895708.jpg"
"1739391397-1552","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Chaussures homme","8 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2490297_uploaded_image1_1595895686.jpg"
"1739391397-1553","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Chaussures Sebago","11 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2490286_uploaded_image1_1595895547.jpg"
"1739391397-1554","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Chaussures Sebago","11 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2490283_uploaded_image1_1595895511.jpg"
"1739391397-1555","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Chaussures Sebago","11 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2490282_uploaded_image1_1595895480.jpg"
"1739391397-1556","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Chaussures Sebago","11 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2490281_uploaded_image1_1595895454.jpg"
"1739391397-1557","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Chaussures Sebago","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2490277_uploaded_image1_1595895411.jpg"
"1739391397-1558","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Chaussures Sebago","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2490276_uploaded_image1_1595895381.jpg"
"1739391397-1559","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Chaussures Sebago","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2490275_uploaded_image1_1595895352.jpg"
"1739391397-1560","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Chaussures Sebago","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2490273_uploaded_image1_1595895321.jpg"
"1739391397-1561","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Chaussures","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2489953_uploaded_image1_1595886344.jpg"
"1739391397-1562","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Babouches homme","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2489478_uploaded_image1_1595876322.jpg"
"1739391397-1563","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Chaussures Puma","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2488436_uploaded_image1_1595856294.jpg"
"1739391397-1564","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Baskets Nike Air","12 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2488358_uploaded_image1_1595855267.jpg"
"1739391397-1565","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Sandales homme","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2488075_uploaded_image1_1595851761.jpg"
"1739391397-1566","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Chaussures homme","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2486709_uploaded_image1_1595810450.jpg"
"1739391397-1567","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Chaussures hommes","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2486705_uploaded_image1_1595810376.jpg"
"1739391397-1568","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Chaussures homme","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2486700_uploaded_image1_1595810301.jpg"
"1739391397-1569","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Chaussures Nike","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2486517_uploaded_image1_1595804988.jpg"
"1739391397-1570","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Chaussures Nike TN","18 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2486142_uploaded_image1_1595794111.jpg"
"1739391397-1571","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Chaussures Nike","17 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2485800_uploaded_image1_1595786849.jpg"
"1739391397-1572","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Souliers  homme","22 500CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2485674_uploaded_image1_1595783543.jpg"
"1739391397-1573","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Chaussures de ville - daim et cuir","25 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2485659_uploaded_image1_1595783331.jpg"
"1739391397-1574","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Chaussures homme","25 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2485643_uploaded_image1_1595783131.jpg"
"1739391397-1575","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Chaussures homme","25 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2485640_uploaded_image1_1595783005.jpg"
"1739391397-1576","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Chaussures homme","25 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2485509_uploaded_image1_1595780644.jpg"
"1739391397-1577","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Chaussures Nike","25 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2485501_uploaded_image1_1595780545.jpg"
"1739391397-1578","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Chaussures Puma","20 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2485493_uploaded_image1_1595780411.jpg"
"1739391397-1579","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Chaussures Adidas","20 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2485487_uploaded_image1_1595780282.jpg"
"1739391397-1580","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Chaussures Puma","25 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2485361_uploaded_image1_1595776092.jpg"
"1739391397-1581","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Chaussures Puma","25 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2485356_uploaded_image1_1595775833.jpg"
"1739391397-1582","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Chaussures Homme","25 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2485341_uploaded_image1_1595775633.jpg"
"1739391397-1583","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Mocassins","Prix sur demande","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2485162_uploaded_image1_1595770811.jpg"
"1739391397-1584","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Babouches","Prix sur demande","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2485147_uploaded_image1_1595770534.jpg"
"1739391397-1585","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Baskets Stan Smith","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2485066_uploaded_image1_1595768491.jpg"
"1739391397-1586","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Baskets Puma","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2485055_uploaded_image1_1595768342.jpg"
"1739391397-1587","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Baskets Jordan 11","27 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2485024_uploaded_image1_1595767245.jpg"
"1739391397-1588","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Tapettes homme","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2484788_uploaded_image1_1595761518.jpg"
"1739391397-1589","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Baskets Adidas","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2484510_uploaded_image1_1595756069.jpg"
"1739391397-1590","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Tennis Air Jordan","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2484506_uploaded_image1_1595756029.jpg"
"1739391397-1591","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Tennis Nike air 200","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2484503_uploaded_image1_1595755995.jpg"
"1739391397-1592","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Tennis Nike","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2484496_uploaded_image1_1595755923.jpg"
"1739391397-1593","https://sn.coinafrique.com/categorie/chaussures-homme?page=101","Tennis Reebok classique","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2484493_uploaded_image1_1595755881.jpg"
